trial_id,baseline
japan-injected-140,True
japan-injected-141,False
japan-injected-142,False
japan-injected-143,False
japan-injected-144,False
japan-injected-145,False
japan-injected-146,False
japan-injected-147,False
japan-injected-148,False
japan-injected-149,False
japan-injected-15,True
japan-injected-150,False
japan-injected-151,False
japan-injected-152,False
japan-injected-153,False
japan-injected-154,False
japan-injected-155,False
japan-injected-156,False
japan-injected-157,True
japan-injected-158,False
japan-injected-159,False
japan-injected-16,False
japan-injected-160,False
japan-injected-161,False
japan-injected-162,False
japan-injected-163,False
japan-injected-164,False
japan-injected-165,False
japan-injected-166,False
japan-injected-167,False
japan-injected-168,True
japan-injected-169,False
japan-injected-17,False
japan-injected-170,False
japan-injected-171,False
japan-injected-172,False
japan-injected-173,False
japan-injected-174,False
japan-injected-175,False
japan-injected-176,True
japan-injected-177,False
japan-injected-178,False
japan-injected-179,False
japan-injected-18,False
japan-injected-180,False
japan-injected-181,False
japan-injected-182,False
japan-injected-183,False
japan-injected-184,False
japan-injected-185,False
japan-injected-186,False
japan-injected-187,False
japan-injected-188,False
japan-injected-189,False
japan-injected-19,False
japan-injected-190,False
japan-injected-191,False
japan-injected-192,False
japan-injected-193,True
japan-injected-194,False
japan-injected-195,False
japan-injected-196,True
japan-injected-197,False
japan-injected-198,False
japan-injected-199,False
japan-injected-2,False
japan-injected-20,False
japan-injected-21,False
japan-injected-22,True
japan-injected-23,False
japan-injected-24,False
japan-injected-25,True
japan-injected-26,False
japan-injected-27,False
japan-injected-28,False
japan-injected-29,False
japan-injected-3,False
japan-injected-30,True
japan-injected-31,False
japan-injected-32,False
japan-injected-33,False
japan-injected-34,False
japan-injected-35,True
japan-injected-36,False
japan-injected-37,False
japan-injected-38,True
japan-injected-39,False
japan-injected-4,False
japan-injected-40,False
japan-injected-41,False
japan-injected-42,True
japan-injected-43,False
japan-injected-44,False
japan-injected-45,False
japan-injected-46,False
japan-injected-47,False
japan-injected-48,False
japan-injected-49,False
japan-injected-5,False
japan-injected-50,False
japan-injected-51,False
japan-injected-52,True
japan-injected-53,True
japan-injected-54,False
japan-injected-55,False
japan-injected-56,False
japan-injected-57,False
japan-injected-58,False
japan-injected-59,False
japan-injected-6,False
japan-injected-60,False
japan-injected-61,False
japan-injected-62,False
japan-injected-63,False
japan-injected-64,False
japan-injected-65,True
japan-injected-66,True
japan-injected-67,False
japan-injected-68,False
japan-injected-69,False
japan-injected-7,True
japan-injected-70,False
japan-injected-71,False
japan-injected-72,False
japan-injected-73,False
japan-injected-74,False
japan-injected-75,False
japan-injected-76,False
japan-injected-77,False
japan-injected-78,False
japan-injected-79,False
japan-injected-8,False
japan-injected-80,False
japan-injected-81,False
japan-injected-82,False
japan-injected-83,False
japan-injected-84,True
japan-injected-85,False
japan-injected-86,False
japan-injected-87,False
japan-injected-88,False
japan-injected-89,False
japan-injected-9,False
japan-injected-90,False
japan-injected-91,False
japan-injected-92,False
japan-injected-93,False
japan-injected-94,True
japan-injected-95,False
japan-injected-96,False
japan-injected-97,False
japan-injected-98,False
japan-injected-99,False
